,disc_year,releasedate,pl_name,hostname,discoverymethod,disc_facility,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_controv_flag,pl_bmasse,soltype,gravity_multiple_of_earths_gravity
646,2006-01-01,2018-09-27,HD 86081 b,HD 86081,Radial Velocity,W. M. Keck Observatory,2,1,2.1378431,0.0346,,,,0,470.3884,Published Confirmed,
653,2004-01-01,2018-12-06,HD 88133 b,HD 88133,Radial Velocity,W. M. Keck Observatory,1,1,3.414884,0.0479,,,,0,90.42263,Published Confirmed,
655,2018-01-01,2018-12-06,HD 94834 b,HD 94834,Radial Velocity,W. M. Keck Observatory,1,1,1576.0,2.74,,,,0,400.4658,Published Confirmed,
657,2009-01-01,2018-12-06,HD 95089 b,HD 95089,Radial Velocity,W. M. Keck Observatory,1,2,464.4,1.36,,,,0,400.4658,Published Confirmed,
658,2018-01-01,2018-12-06,HD 95089 c,HD 95089,Radial Velocity,W. M. Keck Observatory,1,2,1785.0,3.33,,,,0,1096.5135,Published Confirmed,
660,2011-01-01,2018-12-06,HD 96063 b,HD 96063,Radial Velocity,W. M. Keck Observatory,1,1,362.5,1.11,,,,0,403.6441,Published Confirmed,
662,2009-01-01,2018-12-06,HD 96167 b,HD 96167,Radial Velocity,W. M. Keck Observatory,2,1,498.04,1.332,,,,0,227.88411,Published Confirmed,
669,2010-01-01,2023-03-28,HD 97658 b,HD 97658,Radial Velocity,W. M. Keck Observatory,1,1,9.4897116,,2.12,,751.0,0,8.3,Published Confirmed,1.8467426130295481
678,2011-01-01,2018-12-06,HD 98219 b,HD 98219,Radial Velocity,W. M. Keck Observatory,1,1,433.8,1.26,,,,0,624.21812,Published Confirmed,
680,2018-01-01,2018-09-27,HD 98736 b,HD 98736,Radial Velocity,W. M. Keck Observatory,2,1,968.8,1.864,,,,0,740.5439,Published Confirmed,
683,2005-01-01,2018-09-06,HD 99109 b,HD 99109,Radial Velocity,W. M. Keck Observatory,1,1,439.29999,1.11,,,,0,139.8452,Published Confirmed,
684,2004-01-01,2023-09-19,HD 99492 b,HD 99492,Radial Velocity,W. M. Keck Observatory,2,2,17.0503,,,,,0,25.5,Published Confirmed,
692,2011-01-01,2018-12-06,HD 99706 b,HD 99706,Radial Velocity,W. M. Keck Observatory,1,2,841.0,1.98,,,,0,390.9309,Published Confirmed,
694,2018-01-01,2018-11-29,HD 99706 c,HD 99706,Radial Velocity,W. M. Keck Observatory,1,2,1278.0,,,,,0,1808.4527,Published Confirmed,
695,2005-01-01,2018-09-27,HIP 14810 b,HIP 14810,Radial Velocity,W. M. Keck Observatory,1,3,6.673892,0.0696,,,,0,1239.537,Published Confirmed,
702,2006-01-01,2018-09-27,HIP 14810 c,HIP 14810,Radial Velocity,W. M. Keck Observatory,1,3,147.747,0.549,,,,0,416.3573,Published Confirmed,
704,2009-01-01,2018-09-27,HIP 14810 d,HIP 14810,Radial Velocity,W. M. Keck Observatory,1,3,981.8,1.94,,,,0,187.5197,Published Confirmed,
707,2011-01-01,2018-09-06,HIP 57274 b,HIP 57274,Radial Velocity,W. M. Keck Observatory,1,3,8.1352,0.07,,,,0,6.3566,Published Confirmed,
708,2011-01-01,2015-04-24,HIP 57274 c,HIP 57274,Radial Velocity,W. M. Keck Observatory,1,3,32.03,0.178,,,,0,130.0,Published Confirmed,
709,2011-01-01,2015-03-26,HIP 57274 d,HIP 57274,Radial Velocity,W. M. Keck Observatory,1,3,431.7,1.01,,,,0,167.4,Published Confirmed,
710,2009-01-01,2019-01-31,HIP 79431 b,HIP 79431,Radial Velocity,W. M. Keck Observatory,1,1,111.7,0.36,,,,0,667.415,Published Confirmed,
714,2008-01-01,2014-05-14,HR 8799 d,HR 8799,Imaging,W. M. Keck Observatory,1,4,37000.0,24.0,13.0,,,0,3000.0,Published Confirmed,17.75147928994083
715,2010-01-01,2019-06-27,HR 8799 e,HR 8799,Imaging,W. M. Keck Observatory,1,4,,16.4,13.115,,1150.0,0,3178.3,Published Confirmed,18.47814190693227
719,2023-01-01,2024-02-16,Kepler-100 e,Kepler-100,Radial Velocity,W. M. Keck Observatory,1,4,60.888588,0.312392,,,,0,24.14272,Published Confirmed,
721,2021-01-01,2021-06-28,Kepler-129 d,Kepler-129,Radial Velocity,W. M. Keck Observatory,1,3,2646.0,4.0,,,,0,2637.97578,Published Confirmed,
722,2023-01-01,2024-02-16,Kepler-139 e,Kepler-139,Radial Velocity,W. M. Keck Observatory,1,4,2047.635373,3.235796,,,,0,426.11582,Published Confirmed,
723,2022-01-01,2022-05-24,Kepler-1656 c,Kepler-1656,Radial Velocity,W. M. Keck Observatory,1,2,1919.0,3.053,,,,0,126.4,Published Confirmed,
725,2014-01-01,2019-06-13,Kepler-25 d,Kepler-25,Radial Velocity,W. M. Keck Observatory,2,3,122.4,,,,,0,71.9,Published Confirmed,
728,2014-01-01,2014-05-14,Kepler-407 c,Kepler-407,Radial Velocity,W. M. Keck Observatory,1,2,3000.0,,,,,0,4000.0,Published Confirmed,
730,2014-01-01,2014-05-14,Kepler-48 e,Kepler-48,Radial Velocity,W. M. Keck Observatory,1,5,982.0,,,,,0,657.0,Published Confirmed,
731,2023-01-01,2024-02-16,Kepler-48 f,Kepler-48,Radial Velocity,W. M. Keck Observatory,1,5,5219.681854,5.719188,,,,0,298.581,Published Confirmed,
733,2019-01-01,2019-06-13,Kepler-65 e,Kepler-65,Radial Velocity,W. M. Keck Observatory,1,4,258.8,,,,,0,260.0,Published Confirmed,
735,2013-01-01,2023-04-17,Kepler-68 d,Kepler-68,Radial Velocity,W. M. Keck Observatory,2,4,632.62,1.469,,,,0,238.05348,Published Confirmed,
740,2020-01-01,2020-06-04,Kepler-88 d,KOI-142,Radial Velocity,W. M. Keck Observatory,1,3,1403.0,,,,,0,965.147,Published Confirmed,
741,2014-01-01,2014-05-14,Kepler-93 c,Kepler-93,Radial Velocity,W. M. Keck Observatory,1,2,1460.0,,,,,0,954.0,Published Confirmed,
744,2014-01-01,2014-05-14,Kepler-94 c,Kepler-94,Radial Velocity,W. M. Keck Observatory,1,2,820.3,,,,,0,3126.0,Published Confirmed,
745,2014-01-01,2014-05-14,Kepler-97 c,Kepler-97,Radial Velocity,W. M. Keck Observatory,1,2,789.0,,,,,0,344.0,Published Confirmed,
746,2023-01-01,2023-04-10,PZ Tel b,PZ Tel,Imaging,W. M. Keck Observatory,1,1,44000.0,27.0,,,,0,8581.36699,Published Confirmed,
748,2013-01-01,2014-05-14,ROXs 12 b,ROXs 12,Imaging,W. M. Keck Observatory,2,1,,210.0,,,,0,5085.0,Published Confirmed,
749,2022-01-01,2024-07-22,TOI-1272 c,TOI-1272,Radial Velocity,W. M. Keck Observatory,1,2,8.6811,0.079,,,,0,21.7,Published Confirmed,
751,2024-01-01,2024-07-22,TOI-1294 c,TOI-1294,Radial Velocity,W. M. Keck Observatory,1,2,159.9,0.61,,,,0,147.0,Published Confirmed,
753,2024-01-01,2024-07-23,TOI-1386 c,TOI-1386,Radial Velocity,W. M. Keck Observatory,1,2,232.0,0.75,,,,0,75.2,Published Confirmed,
754,2024-01-01,2024-07-23,TOI-1410 c,TOI-1410,Radial Velocity,W. M. Keck Observatory,1,2,47.56,0.239,,,,0,27.0,Published Confirmed,
756,2023-01-01,2024-07-22,TOI-1669 b,TOI-1669,Radial Velocity,W. M. Keck Observatory,1,2,500.0,1.27,,,,0,191.0,Published Confirmed,
758,2023-01-01,2024-07-22,TOI-1694 c,TOI-1694,Radial Velocity,W. M. Keck Observatory,1,2,393.1,0.1,,,,0,297.0,Published Confirmed,
759,2012-01-01,2014-05-14,WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,Imaging,W. M. Keck Observatory,1,1,,8.0,10.468,,450.0,0,6992.0,Published Confirmed,63.80783241873007
760,2022-01-01,2022-09-14,GJ 896 A b,GJ 896 A,Astrometry,Very Long Baseline Array,2,1,284.39,0.63965,,,,0,718.2922,Published Confirmed,
762,2016-01-01,2023-01-18,nu Oct A b,nu Oct A,Radial Velocity,University of Canterbury Mt John Observatory,2,1,417.0,1.25,,,,1,762.78818,Published Confirmed,
763,2012-01-01,2014-05-14,WTS-1 b,WTS-1,Transit,United Kingdom Infrared Telescope,1,1,3.352057,0.047,16.7,,1500.0,0,1274.44,Published Confirmed,4.569686973358672
765,2014-01-01,2015-04-24,WTS-2 b,WTS-2,Transit,United Kingdom Infrared Telescope,1,1,1.0187068,0.01855,15.278,,2000.0,0,355.9696,Published Confirmed,1.5250353097245362
775,2020-01-01,2022-05-09,AU Mic b,AU Mic,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,8.4629991,0.0645,,,,0,20.12,Published Confirmed,
781,2021-01-01,2022-05-09,AU Mic c,AU Mic,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,18.858991,0.1101,,,,0,9.6,Published Confirmed,
784,2024-01-01,2024-06-25,BD-14 3065 b,BD-14 3065 A,Transit,Transiting Exoplanet Survey Satellite (TESS),3,1,4.2889731,0.0656,21.59,,2001.0,0,3932.0,Published Confirmed,8.435449396850352
787,2019-01-01,2019-07-11,DS Tuc A b,DS Tuc A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,8.138268,,5.7,,850.0,0,,Published Confirmed,
793,2020-01-01,2023-07-10,GJ 1252 b,GJ 1252,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,0.5182331,,1.193,,,0,1.32,Published Confirmed,0.9274554206607559
796,2019-01-01,2019-04-25,GJ 143 b,GJ 143,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,35.61253,0.1915,2.61,,422.0,0,22.7,Published Confirmed,3.3323057500623894
798,2024-01-01,2024-08-07,GJ 238 b,GJ 238,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.7446999,0.02123,0.566,,758.0,0,,Published Confirmed,
800,2022-01-01,2023-11-28,GJ 3090 b,GJ 3090,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,2.8531054,0.03165,2.13,,693.0,0,3.34,Published Confirmed,0.7361855011130949
802,2020-01-01,2020-10-22,GJ 3473 b,GJ 3473,Transit,Transiting Exoplanet Survey Satellite (TESS),2,2,1.1980035,0.01589,1.264,59.4,773.0,0,1.86,Published Confirmed,1.1641764140362123
804,2019-01-01,2023-08-22,GJ 357 b,GJ 357,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,3.9306,0.036,1.2,,518.0,0,,Published Confirmed,
809,2021-01-01,2023-08-10,GJ 367 b,GJ 367,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,0.3219225,0.00709,0.699,579.0,1365.0,0,0.633,Published Confirmed,1.2955356210896007
811,2022-01-01,2022-08-01,GJ 3929 b,GJ 3929,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,2.616235,0.0252,1.09,17.3,568.0,0,1.75,Published Confirmed,1.4729399882164798
814,2023-01-01,2023-11-28,GJ 806 b,GJ 806,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,0.9263237,0.01406,1.331,130.0,940.0,0,1.9,Published Confirmed,1.0725004671021772
817,2024-01-01,2024-05-21,Gliese 12 b,Gliese 12,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,12.761408,0.0668,0.958,1.62,315.0,0,3.87,Published Confirmed,4.216770324397122
818,2020-01-01,2021-01-28,HD 108236 b,HD 108236,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5,3.795963,0.04527,1.615,,,0,,Published Confirmed,
824,2020-01-01,2021-01-28,HD 108236 c,HD 108236,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5,6.203449,0.062,2.071,,,0,,Published Confirmed,
829,2020-01-01,2021-01-28,HD 108236 d,HD 108236,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5,14.175685,0.1074,2.539,,,0,,Published Confirmed,
833,2020-01-01,2021-01-28,HD 108236 e,HD 108236,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5,19.590025,0.1367,3.083,,,0,,Published Confirmed,
835,2022-01-01,2022-12-17,HD 109833 b,HD 109833,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,9.188526,,2.888,,,0,,Published Confirmed,
837,2022-01-01,2022-12-17,HD 109833 c,HD 109833,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,13.900148,,2.59,,,0,,Published Confirmed,
839,2021-01-01,2021-03-04,HD 110082 b,HD 110082,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,10.18271,0.113,3.2,,,0,,Published Confirmed,
842,2021-01-01,2021-02-11,HD 110113 b,HD 110113,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,2.541,0.035,2.05,735.49,1371.0,0,4.55,Published Confirmed,1.0826888756692448
843,2023-01-01,2024-07-23,HD 135694 b,HD 135694,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,15.92346,0.12,2.532,,751.0,0,6.1,Published Confirmed,0.9514860652526023
848,2018-01-01,2019-07-25,HD 1397 b,HD 1397,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,11.53533,0.1097,11.5,356.0,1228.0,0,131.89945,Published Confirmed,0.9973493383742913
850,2021-01-01,2021-06-11,HD 152843 b,HD 152843,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,11.6264,0.1053,3.41,255.7,,0,11.56,Published Confirmed,0.9941434972179463
852,2021-01-01,2021-06-11,HD 152843 c,HD 152843,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,24.38,,5.83,,,0,27.5,Published Confirmed,0.8090876727402181
854,2019-01-01,2019-05-16,HD 15337 b,HD 15337,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,4.75615,0.0522,1.64,,1001.0,0,7.51,Published Confirmed,2.792236763831053
858,2019-01-01,2019-05-16,HD 15337 c,HD 15337,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,17.1784,0.1268,2.39,,642.0,0,8.11,Published Confirmed,1.4197930708496
861,2023-01-01,2023-06-27,HD 15906 b,HD 15906,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,10.924709,0.09,2.24,33.14,668.0,0,,Published Confirmed,
862,2023-01-01,2023-06-27,HD 15906 c,HD 15906,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,21.583298,0.141,2.93,13.37,532.0,0,,Published Confirmed,
863,2021-01-01,2024-08-29,HD 183579 b,HD 183579,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,17.471291,0.1322,3.49,,752.0,0,20.4,Published Confirmed,1.6748630963620987
867,2022-01-01,2022-11-07,HD 18599 b,HD 18599,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,4.1374354,0.048,2.6,,,0,24.1,Published Confirmed,3.5650887573964503
874,2020-01-01,2022-11-14,HD 191939 b,HD 191939,Transit,Transiting Exoplanet Survey Satellite (TESS),1,6,8.8803256,0.0804,3.41,100.0,880.0,0,10.0,Published Confirmed,0.8599857242369777
881,2020-01-01,2022-11-14,HD 191939 c,HD 191939,Transit,Transiting Exoplanet Survey Satellite (TESS),1,6,28.579743,0.1752,3.195,21.0,600.0,0,8.0,Published Confirmed,0.7836971402401542
885,2020-01-01,2022-11-14,HD 191939 d,HD 191939,Transit,Transiting Exoplanet Survey Satellite (TESS),1,6,38.353037,0.2132,2.995,14.3,540.0,0,2.8,Published Confirmed,0.31215074651408437
888,2019-01-01,2019-01-31,HD 202772 A b,HD 202772 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,3.308958,0.05208,17.318,3440.0,2132.0,0,323.23311,Published Confirmed,1.077755803710677
890,2022-01-01,2022-11-29,HD 20329 b,HD 20329,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,0.926118,0.018,1.72,3474.0,2141.0,0,7.42,Published Confirmed,2.508112493239589
892,2023-01-01,2023-05-26,HD 207496 b,HD 207496,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,6.441008,0.0629,2.25,72.9,743.0,0,6.1,Published Confirmed,1.2049382716049382
894,2021-01-01,2024-07-22,HD 207897 b,HD 207897,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,16.20166,0.117,2.343,,582.0,0,14.8,Published Confirmed,2.695982930784828
898,2019-01-01,2019-12-05,HD 213885 b,HD 213885,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,1.008035,0.02012,1.745,,2128.0,0,8.83,Published Confirmed,2.8998119884073197
899,2024-01-01,2024-09-13,HD 21520 b,HD 21520,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,25.1292,0.1726,2.697,,637.0,0,17.7,Published Confirmed,2.433388063942839
901,2019-01-01,2019-04-25,HD 21749 c,GJ 143,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,7.78993,0.0695,0.892,,701.0,0,3.7,Published Confirmed,4.650204106255907
906,2018-01-01,2023-08-22,HD 219666 b,HD 219666,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,6.04345,0.104,4.24,,838.0,0,,Published Confirmed,
907,2019-01-01,2019-04-18,HD 221416 b,HD 221416,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,14.2767,0.1228,9.17,,,0,60.5,Published Confirmed,0.719476649117779
910,2023-01-01,2023-07-10,HD 22946 d,HD 22946,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,47.42489,0.2958,2.607,18.56,546.0,0,26.57,Published Confirmed,3.909394449954674
911,2019-01-01,2022-10-03,HD 23472 b,HD 23472,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5,17.667087,0.1162,2.0,16.0,543.0,0,8.32,Published Confirmed,2.08
916,2019-01-01,2022-10-03,HD 23472 c,HD 23472,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5,29.79749,0.1646,1.87,7.96,467.0,0,3.41,Published Confirmed,0.9751494180559925
918,2022-01-01,2022-10-03,HD 23472 d,HD 23472,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5,3.97664,0.04298,0.75,117.0,909.0,0,0.55,Published Confirmed,0.9777777777777779
919,2022-01-01,2022-10-03,HD 23472 e,HD 23472,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5,7.90754,0.068,0.818,46.7,723.0,0,0.72,Published Confirmed,1.0760337396357027
921,2022-01-01,2022-10-03,HD 23472 f,HD 23472,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5,12.1621839,0.0906,1.137,26.3,630.0,0,0.77,Published Confirmed,0.5956207180091726
925,2023-01-01,2024-07-23,HD 235088 b,HD 235088,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,7.434151,0.071,2.075,,754.0,0,4.2,Published Confirmed,0.9754681376106834
927,2023-01-01,2024-07-23,HD 25463 b,HD 25463,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,7.0491423,0.076,2.545,,1198.0,0,8.7,Published Confirmed,1.3432092666000206
930,2023-01-01,2024-07-23,HD 25463 c,HD 25463,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,3.04405,0.0443,1.364,,1586.0,0,4.3,Published Confirmed,2.3112116338868773
933,2022-01-01,2022-06-27,HD 260655 b,HD 260655,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,2.76953,0.02933,1.24,42.2,709.0,0,2.14,Published Confirmed,1.3917793964620186
935,2022-01-01,2022-06-27,HD 260655 c,HD 260655,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,5.70588,0.04749,1.533,16.1,557.0,0,3.09,Published Confirmed,1.3148438208084885
938,2019-01-01,2019-10-24,HD 2685 b,HD 2685,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.12688,0.0568,16.141,,2061.0,0,371.8611,Published Confirmed,1.4273151468936738
941,2022-01-01,2022-06-08,HD 28109 b,HD 28109,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,22.89104,0.1357,2.199,,881.0,0,18.496,Published Confirmed,3.8249640530722044
942,2022-01-01,2022-06-08,HD 28109 c,HD 28109,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,56.00819,0.308,4.23,,585.0,0,7.943,Published Confirmed,0.4439190964013658
945,2022-01-01,2022-06-08,HD 28109 d,HD 28109,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,84.25999,0.411,3.25,,506.0,0,5.681,Published Confirmed,0.5378461538461539
948,2020-01-01,2024-07-23,HD 332231 b,HD 332231,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,18.712024,0.145,9.073,,798.0,0,74.1,Published Confirmed,0.9001531098485994
952,2023-01-01,2024-09-13,HD 42813 b,HD 42813,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,13.6308205,0.111,3.41,74.7,716.0,0,9.1,Published Confirmed,0.7825870090556496
957,2021-01-01,2021-04-23,HD 5278 b,HD 5278,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,14.339156,0.1202,2.45,132.0,943.0,0,7.8,Published Confirmed,1.2994585589337773
960,2022-01-01,2022-09-14,HD 56414 b,HD 56414,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,29.04992,0.229,3.71,,1133.0,0,,Published Confirmed,
962,2023-01-01,2024-07-23,HD 6061 b,HD 6061,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,5.2549,0.06,2.428,,1075.0,0,10.0,Published Confirmed,1.6962998949651105
967,2020-01-01,2024-07-23,HD 63433 b,HD 63433,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,7.1079384,0.072,2.164,,886.0,0,37.3,Published Confirmed,7.9651566039476425
976,2020-01-01,2024-07-23,HD 63433 c,HD 63433,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,20.543847,0.146,2.582,,622.0,0,17.2,Published Confirmed,2.579977812190816
977,2023-01-01,2024-01-05,HD 63433 d,HD 63433,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,4.209075,0.0503,1.073,,1040.0,0,,Published Confirmed,
979,2021-01-01,2024-07-23,HD 63935 b,HD 63935,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,9.058807,0.083,2.916,,825.0,0,10.5,Published Confirmed,1.2348501526980418
983,2022-01-01,2022-03-16,HD 73583 b,HD 73583,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,6.398042,0.0604,2.79,43.3,714.0,0,10.2,Published Confirmed,1.3103634331521947
986,2022-01-01,2022-03-16,HD 73583 c,HD 73583,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,18.87974,0.1242,2.39,10.2,498.0,0,9.7,Published Confirmed,1.6981495421998916
990,2024-01-01,2024-07-23,HD 77946 b,HD 77946,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,6.527363,0.073,2.896,,1129.0,0,10.9,Published Confirmed,1.2996588931961786
992,2020-01-01,2020-08-13,HD 86226 c,HD 86226,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,3.98442,0.049,2.16,,1311.0,0,7.25,Published Confirmed,1.553926611796982
996,2022-01-01,2024-07-22,HD 93963 A b,HD 93963 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,2,1.0376109,0.02061,1.47,,1842.0,0,2.8,Published Confirmed,1.295756397797214
998,2022-01-01,2024-07-22,HD 93963 A c,HD 93963 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,2,3.6451389,0.04726,3.12,,1212.0,0,18.4,Published Confirmed,1.8902038132807364
1000,2023-01-01,2023-09-19,HIP 113103 b,HIP 113103,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,7.610303,0.06899,1.829,,721.0,0,,Published Confirmed,
1002,2023-01-01,2023-09-19,HIP 113103 c,HIP 113103,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,14.245648,0.10479,2.4,,585.0,0,,Published Confirmed,
1005,2020-01-01,2020-07-23,HIP 65 A b,HIP 65 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,0.9809734,0.01782,22.754,661.0,1411.0,0,1021.18779,Published Confirmed,1.9723778011006492
1009,2020-01-01,2024-09-28,HIP 67522 b,HIP 67522,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,6.9594731,0.0748,9.987,,1175.0,0,,Published Confirmed,
1010,2024-01-01,2024-09-28,HIP 67522 c,HIP 67522,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,14.334892,0.1228,7.936,,917.0,0,,Published Confirmed,
1013,2023-01-01,2024-07-23,HIP 8152 b,HIP 8152,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,10.751014,0.093,2.536,,795.0,0,8.9,Published Confirmed,1.3838579346993205
1016,2023-01-01,2024-07-23,HIP 8152 c,HIP 8152,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,19.60562,0.139,2.524,,651.0,0,10.7,Published Confirmed,1.6795969469636653
1017,2022-01-01,2022-05-09,HIP 94235 b,HIP 94235,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,7.713057,0.0787,3.0,,1060.0,0,379.0,Published Confirmed,42.111111111111114
1020,2023-01-01,2024-07-22,HIP 9618 b,HIP 9618,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,20.772858,0.145,3.828,,641.0,0,8.3,Published Confirmed,0.5664143324936753
1027,2023-01-01,2024-07-22,HIP 9618 c,HIP 9618,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,52.56363,0.269,3.429,,470.0,0,7.0,Published Confirmed,0.5953372674920934
1028,2021-01-01,2024-07-23,HIP 97166 b,HIP 97166,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,10.288914,0.091,2.48,,702.0,0,19.1,Published Confirmed,3.105489073881374
